source,destination,duration
"[""87b9168a8ffffff"", ""87b9168a6ffffff"", ""driving""]",1134.2
"[""87b9168a8ffffff"", ""87b9168b5ffffff"", ""driving""]",1360.3
"[""87b9168a8ffffff"", ""87b9168b1ffffff"", ""driving""]",2117.9
"[""87b9168a8ffffff"", ""87b916886ffffff"", ""driving""]",2511.7
"[""87b9168a8ffffff"", ""87b916882ffffff"", ""driving""]",1007.6
"[""87b9168a8ffffff"", ""87b91689cffffff"", ""driving""]",817
"[""87b9168a8ffffff"", ""87b91689dffffff"", ""driving""]",679
"[""87b9168a8ffffff"", ""87b91688affffff"", ""driving""]",758.2
"[""87b9168a8ffffff"", ""87b91688bffffff"", ""driving""]",951.8
"[""87b9168a8ffffff"", ""87b9168d6ffffff"", ""driving""]",1126.1
"[""87b9168a8ffffff"", ""87b9168d4ffffff"", ""driving""]",801.7
"[""87b9168a8ffffff"", ""87b9168f3ffffff"", ""driving""]",2073.4
"[""87b9168a8ffffff"", ""87b9168f1ffffff"", ""driving""]",2551.6
"[""87b9168a8ffffff"", ""87b9168e2ffffff"", ""driving""]",1465.2
"[""87b9168a8ffffff"", ""87b9168e6ffffff"", ""driving""]",1026.2
"[""87b9168a8ffffff"", ""87b916819ffffff"", ""driving""]",1016.5
"[""87b9168a8ffffff"", ""87b91681dffffff"", ""driving""]",712.3
"[""87b9168a8ffffff"", ""87b916803ffffff"", ""driving""]",894.9
"[""87b9168a8ffffff"", ""87b916802ffffff"", ""driving""]",954.7
"[""87b9168a8ffffff"", ""87b916815ffffff"", ""driving""]",1287.2
"[""87b9168a8ffffff"", ""87b916814ffffff"", ""driving""]",1156.7
"[""87b9168a8ffffff"", ""87b916989ffffff"", ""driving""]",1344.3
"[""87b91459effffff"", ""87b9145b2ffffff"", ""driving""]",1787.4
"[""87b91459effffff"", ""87be492c9ffffff"", ""driving""]",2354.2
"[""87b91459effffff"", ""87be492cbffffff"", ""driving""]",939.8
"[""87b91459effffff"", ""87b916964ffffff"", ""driving""]",1201.6
"[""87b91459effffff"", ""87b916960ffffff"", ""driving""]",1017.1
"[""87b91459effffff"", ""87b916963ffffff"", ""driving""]",1411.6
"[""87b91459effffff"", ""87b916945ffffff"", ""driving""]",867.2
"[""87b91459effffff"", ""87b916941ffffff"", ""driving""]",1228.1
"[""87b91459effffff"", ""87b91694cffffff"", ""driving""]",1092.1
"[""87b91459effffff"", ""87b91694dffffff"", ""driving""]",1016.7
"[""87b91459effffff"", ""87b914585ffffff"", ""driving""]",935.9
"[""87b91459effffff"", ""87b914584ffffff"", ""driving""]",898.9
"[""87b91459effffff"", ""87b9145b1ffffff"", ""driving""]",1084.5
"[""87b91459effffff"", ""87b9145b0ffffff"", ""driving""]",1510.8
"[""87b9168d4ffffff"", ""87b9168aaffffff"", ""driving""]",949.1
"[""87b9168d4ffffff"", ""87b916881ffffff"", ""driving""]",1065.4
"[""87b9168d4ffffff"", ""87b916883ffffff"", ""driving""]",1134.3
"[""87b9168d4ffffff"", ""87b91689dffffff"", ""driving""]",933.2
"[""87b9168d4ffffff"", ""87b916899ffffff"", ""driving""]",932.4
"[""87b9168d4ffffff"", ""87b916126ffffff"", ""driving""]",760.4
"[""87b9168d4ffffff"", ""87b916123ffffff"", ""driving""]",705.8
"[""87b9168d4ffffff"", ""87b91612effffff"", ""driving""]",577.1
"[""87b9168d4ffffff"", ""87b916128ffffff"", ""driving""]",467
"[""87b9168d4ffffff"", ""87b916129ffffff"", ""driving""]",657.3
"[""87b9168d4ffffff"", ""87b9168daffffff"", ""driving""]",781.9
"[""87b9168d4ffffff"", ""87b9168d8ffffff"", ""driving""]",625.6
"[""87b9168d4ffffff"", ""87b9168ddffffff"", ""driving""]",1175.9
"[""87b9168d4ffffff"", ""87b9168ceffffff"", ""driving""]",1994
"[""87b9168d4ffffff"", ""87b9168c1ffffff"", ""driving""]",1994
"[""87b9168d4ffffff"", ""87b9168c5ffffff"", ""driving""]",1618.7
"[""87b9168d4ffffff"", ""87b9168e3ffffff"", ""driving""]",1811.8
"[""87b9168d4ffffff"", ""87b9168e0ffffff"", ""driving""]",1370.8
"[""87b9168d4ffffff"", ""87b9168e6ffffff"", ""driving""]",1013
"[""87b9168d4ffffff"", ""87b91681affffff"", ""driving""]",807.2
"[""87b9168d4ffffff"", ""87b9168adffffff"", ""driving""]",980.9
"[""87b916900ffffff"", ""87b9169adffffff"", ""driving""]",1179.1
"[""87b916900ffffff"", ""87b91691affffff"", ""driving""]",1030.5
"[""87b916900ffffff"", ""87b91691bffffff"", ""driving""]",1158.1
"[""87b916900ffffff"", ""87b916826ffffff"", ""driving""]",1171.1
"[""87b916900ffffff"", ""87b91690bffffff"", ""driving""]",1562.7
"[""87b916900ffffff"", ""87b916909ffffff"", ""driving""]",1267.6
"[""87b916900ffffff"", ""87b916976ffffff"", ""driving""]",1034
"[""87b916900ffffff"", ""87b916929ffffff"", ""driving""]",965.1
"[""87b916900ffffff"", ""87b91692dffffff"", ""driving""]",1678.9
"[""87b916900ffffff"", ""87be492d3ffffff"", ""driving""]",2710.9
"[""87b916900ffffff"", ""87be492d2ffffff"", ""driving""]",3824.1
"[""87b91691affffff"", ""87b916981ffffff"", ""driving""]",3327.3
"[""87b91691affffff"", ""87b91698effffff"", ""driving""]",1399.8
"[""87b91691affffff"", ""87b916988ffffff"", ""driving""]",904
"[""87b91691affffff"", ""87b916989ffffff"", ""driving""]",1126.7
"[""87b91691affffff"", ""87b916814ffffff"", ""driving""]",1161
"[""87b91691affffff"", ""87b916815ffffff"", ""driving""]",1611.1
"[""87b91691affffff"", ""87b916806ffffff"", ""driving""]",1017.4
"[""87b91691affffff"", ""87b916804ffffff"", ""driving""]",969.8
"[""87b91691affffff"", ""87b916823ffffff"", ""driving""]",932.3
"[""87b91691affffff"", ""87b916821ffffff"", ""driving""]",1050.1
"[""87b91691affffff"", ""87b916825ffffff"", ""driving""]",1135.6
"[""87b91691affffff"", ""87b91690bffffff"", ""driving""]",1587.1
"[""87b91691affffff"", ""87b916908ffffff"", ""driving""]",2405.4
"[""87b91691affffff"", ""87b91690cffffff"", ""driving""]",1091.1
"[""87b91691affffff"", ""87b916901ffffff"", ""driving""]",1141.6
"[""87b916801ffffff"", ""87b916826ffffff"", ""driving""]",978.9
"[""87b916801ffffff"", ""87b916835ffffff"", ""driving""]",953.5
"[""87b916801ffffff"", ""87b916830ffffff"", ""driving""]",1035
"[""87b916801ffffff"", ""87b916832ffffff"", ""driving""]",927.3
"[""87b916801ffffff"", ""87b916814ffffff"", ""driving""]",990.5
"[""87b916801ffffff"", ""87b916810ffffff"", ""driving""]",847.1
"[""87b916801ffffff"", ""87b916813ffffff"", ""driving""]",955.7
"[""87b916801ffffff"", ""87b9168adffffff"", ""driving""]",968
"[""87b916801ffffff"", ""87b91681affffff"", ""driving""]",826.1
"[""87b916801ffffff"", ""87b9168e6ffffff"", ""driving""]",738.8
"[""87b916801ffffff"", ""87b9168e0ffffff"", ""driving""]",1254.2
"[""87b916801ffffff"", ""87b9168e5ffffff"", ""driving""]",868.3
"[""87b916801ffffff"", ""87b916856ffffff"", ""driving""]",906.1
"[""87b916801ffffff"", ""87b916854ffffff"", ""driving""]",1009.4
"[""87b916801ffffff"", ""87b916870ffffff"", ""driving""]",983.5
"[""87b916801ffffff"", ""87b916874ffffff"", ""driving""]",931.4
"[""87b916801ffffff"", ""87b91695affffff"", ""driving""]",1036.9
"[""87b916801ffffff"", ""87b91695effffff"", ""driving""]",1016
"[""87b916801ffffff"", ""87b916953ffffff"", ""driving""]",929.8
"[""87b916801ffffff"", ""87b916952ffffff"", ""driving""]",965.2
"[""87b916801ffffff"", ""87b916825ffffff"", ""driving""]",945.9
"[""87be492e8ffffff"", ""87be492f1ffffff"", ""driving""]",1643.9
"[""87be492e8ffffff"", ""87be492c6ffffff"", ""driving""]",1645.3
"[""87be492e8ffffff"", ""87be492c2ffffff"", ""driving""]",845.3
"[""87be492e8ffffff"", ""87be492dcffffff"", ""driving""]",1008.3
"[""87be492e8ffffff"", ""87be492ddffffff"", ""driving""]",1080.6
"[""87be492e8ffffff"", ""87be492caffffff"", ""driving""]",1756.6
"[""87be492e8ffffff"", ""87be492cbffffff"", ""driving""]",1751.9
"[""87be492e8ffffff"", ""87b914596ffffff"", ""driving""]",1589.5
"[""87be492e8ffffff"", ""87b914594ffffff"", ""driving""]",1658.3
"[""87be492e8ffffff"", ""87b9145b3ffffff"", ""driving""]",1146.1
"[""87be492e8ffffff"", ""87b9145b1ffffff"", ""driving""]",1048.4
"[""87be492e8ffffff"", ""87b9145a2ffffff"", ""driving""]",953.8
"[""87be492e8ffffff"", ""87b9145a6ffffff"", ""driving""]",1189.2
"[""87be492e8ffffff"", ""87be49259ffffff"", ""driving""]",1138.8
"[""87be492e8ffffff"", ""87be4925dffffff"", ""driving""]",1233.1
"[""87be492e8ffffff"", ""87be49243ffffff"", ""driving""]",1550.7
"[""87b91692cffffff"", ""87b916902ffffff"", ""driving""]",1269.7
"[""87b91692cffffff"", ""87b916903ffffff"", ""driving""]",1063.7
"[""87b91692cffffff"", ""87b91690effffff"", ""driving""]",1290.7
"[""87b91692cffffff"", ""87b916908ffffff"", ""driving""]",2747.5
"[""87b91692cffffff"", ""87b916909ffffff"", ""driving""]",1716.1
"[""87b91692cffffff"", ""87b916970ffffff"", ""driving""]",1523
"[""87b91692cffffff"", ""87b916975ffffff"", ""driving""]",1606.8
"[""87b91692cffffff"", ""87b916966ffffff"", ""driving""]",1856.2
"[""87b91692cffffff"", ""87be492d9ffffff"", ""driving""]",1847.9
"[""87b91692cffffff"", ""87be492ddffffff"", ""driving""]",1949.9
"[""87b91692cffffff"", ""87be492c3ffffff"", ""driving""]",2150.2
"[""87b91692cffffff"", ""87be492c0ffffff"", ""driving""]",2352.2
"[""87b91692cffffff"", ""87be492c6ffffff"", ""driving""]",2558.3
"[""87b91692cffffff"", ""87be492f3ffffff"", ""driving""]",2072.2
"[""87b91682dffffff"", ""87b916909ffffff"", ""driving""]",1124.6
"[""87b91682dffffff"", ""87b91690bffffff"", ""driving""]",1126.3
"[""87b91682dffffff"", ""87b916826ffffff"", ""driving""]",982.7
"[""87b91682dffffff"", ""87b916822ffffff"", ""driving""]",924.5
"[""87b91682dffffff"", ""87b916804ffffff"", ""driving""]",945.5
"[""87b91682dffffff"", ""87b916800ffffff"", ""driving""]",995.5
"[""87b91682dffffff"", ""87b916803ffffff"", ""driving""]",1052.3
"[""87b91682dffffff"", ""87b91680effffff"", ""driving""]",945
"[""87b91682dffffff"", ""87b916808ffffff"", ""driving""]",868
"[""87b91682dffffff"", ""87b916809ffffff"", ""driving""]",933
"[""87b91682dffffff"", ""87b916854ffffff"", ""driving""]",1127.7
"[""87b91682dffffff"", ""87b916871ffffff"", ""driving""]",899.2
"[""87b91682dffffff"", ""87b916862ffffff"", ""driving""]",735.1
"[""87b91682dffffff"", ""87b916860ffffff"", ""driving""]",596.5
"[""87b91682dffffff"", ""87b916864ffffff"", ""driving""]",652.8
"[""87b91682dffffff"", ""87b91694affffff"", ""driving""]",704.2
"[""87b91682dffffff"", ""87b91694effffff"", ""driving""]",812.3
"[""87b91682dffffff"", ""87b916941ffffff"", ""driving""]",1178.9
"[""87b91682dffffff"", ""87b916940ffffff"", ""driving""]",845.7
"[""87b91682dffffff"", ""87b916973ffffff"", ""driving""]",1493.4
"[""87b916958ffffff"", ""87b916973ffffff"", ""driving""]",1511.5
"[""87b916958ffffff"", ""87b916954ffffff"", ""driving""]",1116.5
"[""87b916958ffffff"", ""87b916956ffffff"", ""driving""]",1186.3
"[""87b916958ffffff"", ""87b916825ffffff"", ""driving""]",993.6
"[""87b916958ffffff"", ""87b916821ffffff"", ""driving""]",929.1
"[""87b916958ffffff"", ""87b91682effffff"", ""driving""]",840.1
"[""87b916958ffffff"", ""87b91682affffff"", ""driving""]",971.7
"[""87b916958ffffff"", ""87b91680cffffff"", ""driving""]",1110
"[""87b916958ffffff"", ""87b91680dffffff"", ""driving""]",1002.4
"[""87b916958ffffff"", ""87b916872ffffff"", ""driving""]",746.9
"[""87b916958ffffff"", ""87b916846ffffff"", ""driving""]",967.4
"[""87b916958ffffff"", ""87b916844ffffff"", ""driving""]",952.7
"[""87b916958ffffff"", ""87b916863ffffff"", ""driving""]",600.6
"[""87b916958ffffff"", ""87b916949ffffff"", ""driving""]",767.2
"[""87b916958ffffff"", ""87b91694dffffff"", ""driving""]",846
"[""87b916958ffffff"", ""87b91696bffffff"", ""driving""]",1098.6
"[""87b916958ffffff"", ""87b91696affffff"", ""driving""]",1070.9
"[""87b916958ffffff"", ""87b916945ffffff"", ""driving""]",785.7
"[""87b916958ffffff"", ""87b916944ffffff"", ""driving""]",1157.9
"[""87b916958ffffff"", ""87b916971ffffff"", ""driving""]",1011.9
"[""87b916885ffffff"", ""87b916999ffffff"", ""driving""]",1139.4
"[""87b916885ffffff"", ""87b91699bffffff"", ""driving""]",1516.5
"[""87b916885ffffff"", ""87b9168b4ffffff"", ""driving""]",1292.9
"[""87b916885ffffff"", ""87b9168b6ffffff"", ""driving""]",2315.2
"[""87b916885ffffff"", ""87b9168b2ffffff"", ""driving""]",1252.6
"[""87b916885ffffff"", ""87b916894ffffff"", ""driving""]",1019.8
"[""87b916885ffffff"", ""87b916890ffffff"", ""driving""]",1067.5
"[""87b916885ffffff"", ""87b916893ffffff"", ""driving""]",1405
"[""87b916885ffffff"", ""87b91689effffff"", ""driving""]",1201.8
"[""87b916885ffffff"", ""87b916898ffffff"", ""driving""]",961.9
"[""87b916885ffffff"", ""87b916899ffffff"", ""driving""]",1096.1
"[""87b916885ffffff"", ""87b916124ffffff"", ""driving""]",1066
"[""87b916885ffffff"", ""87b91688bffffff"", ""driving""]",1214.6
"[""87b916885ffffff"", ""87b916889ffffff"", ""driving""]",1045.8
"[""87b916885ffffff"", ""87b9168f2ffffff"", ""driving""]",1039.3
"[""87b916885ffffff"", ""87b9168f0ffffff"", ""driving""]",2541.4
"[""87b916885ffffff"", ""87b9168f4ffffff"", ""driving""]",993.3
"[""87b916885ffffff"", ""87b91681affffff"", ""driving""]",811.5
"[""87b916885ffffff"", ""87b91681effffff"", ""driving""]",892.8
"[""87b916885ffffff"", ""87b916811ffffff"", ""driving""]",1153.6
"[""87b916885ffffff"", ""87b916810ffffff"", ""driving""]",1086
"[""87b916885ffffff"", ""87b916816ffffff"", ""driving""]",1088.4
"[""87b916885ffffff"", ""87b91698bffffff"", ""driving""]",1033.2
"[""87b916885ffffff"", ""87b91698affffff"", ""driving""]",1241.8
"[""87b9168b1ffffff"", ""87b916d48ffffff"", ""driving""]",2701.7
"[""87b9168b1ffffff"", ""87b916c65ffffff"", ""driving""]",1972.5
"[""87b9168b1ffffff"", ""87b916892ffffff"", ""driving""]",1651.3
"[""87b9168b1ffffff"", ""87b916893ffffff"", ""driving""]",1913.5
"[""87b9168b1ffffff"", ""87b91689effffff"", ""driving""]",1983.3
"[""87b9168b1ffffff"", ""87b916898ffffff"", ""driving""]",1979.3
"[""87b9168b1ffffff"", ""87b91689dffffff"", ""driving""]",1916.2
"[""87b9168b1ffffff"", ""87b91688effffff"", ""driving""]",2022.4
"[""87b9168b1ffffff"", ""87b91688cffffff"", ""driving""]",2266.5
"[""87b9168b1ffffff"", ""87b9168abffffff"", ""driving""]",2217.7
"[""87b9168b1ffffff"", ""87b9168acffffff"", ""driving""]",2167
"[""87b9168b1ffffff"", ""87b916812ffffff"", ""driving""]",2076.9
"[""87b9168b1ffffff"", ""87b916816ffffff"", ""driving""]",2202.1
"[""87b9168b1ffffff"", ""87b91698bffffff"", ""driving""]",2146.9
"[""87b9168b1ffffff"", ""87b91698affffff"", ""driving""]",2355.5
"[""87b9168b1ffffff"", ""87b91699dffffff"", ""driving""]",2536.1
"[""87b9168eeffffff"", ""87b91680affffff"", ""driving""]",998.8
"[""87b9168eeffffff"", ""87b916819ffffff"", ""driving""]",864.3
"[""87b9168eeffffff"", ""87b9168f4ffffff"", ""driving""]",1235.3
"[""87b9168eeffffff"", ""87b9168f0ffffff"", ""driving""]",2703.5
"[""87b9168eeffffff"", ""87b9168f3ffffff"", ""driving""]",2544.2
"[""87b9168eeffffff"", ""87b9168d5ffffff"", ""driving""]",1471.6
"[""87b9168eeffffff"", ""87b9168d1ffffff"", ""driving""]",1619.5
"[""87b9168eeffffff"", ""87b9168dcffffff"", ""driving""]",2450.7
"[""87b9168eeffffff"", ""87b9168ddffffff"", ""driving""]",2450.7
"[""87b9168eeffffff"", ""87b9168caffffff"", ""driving""]",3440.6
"[""87b9168eeffffff"", ""87b916842ffffff"", ""driving""]",815.1
"[""87b9168eeffffff"", ""87b916855ffffff"", ""driving""]",778.4
"[""87b9168eeffffff"", ""87b916854ffffff"", ""driving""]",837
"[""87b9168eeffffff"", ""87b916809ffffff"", ""driving""]",913.2
"[""87b9168eeffffff"", ""87b916808ffffff"", ""driving""]",1124.4
"[""87b9168ddffffff"", ""87b9168f1ffffff"", ""driving""]",2787.5
"[""87b9168ddffffff"", ""87b9168f3ffffff"", ""driving""]",2309.3
"[""87b9168ddffffff"", ""87b9168d6ffffff"", ""driving""]",1429.2
"[""87b9168ddffffff"", ""87b9168d2ffffff"", ""driving""]",1100.4
"[""87b9168ddffffff"", ""87b91612cffffff"", ""driving""]",1104.4
"[""87b9168ddffffff"", ""87b916128ffffff"", ""driving""]",974.2
"[""87b9168ddffffff"", ""87b9168e9ffffff"", ""driving""]",2626.2
"[""87b9168ddffffff"", ""87b9168e8ffffff"", ""driving""]",2626.2
"[""87b9168ddffffff"", ""87b9168e3ffffff"", ""driving""]",2820.9
"[""87b9168ddffffff"", ""87b9168e2ffffff"", ""driving""]",2461.1
"[""87b916909ffffff"", ""87b91692effffff"", ""driving""]",1493.5
"[""87b916909ffffff"", ""87b916905ffffff"", ""driving""]",1162.8
"[""87b916909ffffff"", ""87b916902ffffff"", ""driving""]",1398.3
"[""87b916909ffffff"", ""87b91691cffffff"", ""driving""]",1170.6
"[""87b916909ffffff"", ""87b916918ffffff"", ""driving""]",1210.5
"[""87b916909ffffff"", ""87b91691bffffff"", ""driving""]",1480.2
"[""87b916909ffffff"", ""87b916835ffffff"", ""driving""]",1426.1
"[""87b916909ffffff"", ""87b916822ffffff"", ""driving""]",1178.7
"[""87b916909ffffff"", ""87b916823ffffff"", ""driving""]",992.4
"[""87b916909ffffff"", ""87b91682effffff"", ""driving""]",959.4
"[""87b916909ffffff"", ""87b916828ffffff"", ""driving""]",1197.4
"[""87b916909ffffff"", ""87b91695effffff"", ""driving""]",1108.1
"[""87b916909ffffff"", ""87b91695cffffff"", ""driving""]",1096.9
"[""87b916909ffffff"", ""87b916943ffffff"", ""driving""]",1112.4
"[""87b916909ffffff"", ""87b916940ffffff"", ""driving""]",1113.4
"[""87b916909ffffff"", ""87b916944ffffff"", ""driving""]",1471.3
"[""87b916909ffffff"", ""87b916962ffffff"", ""driving""]",3332.8
"[""87b916909ffffff"", ""87b916966ffffff"", ""driving""]",1346.1
"[""87b916909ffffff"", ""87be492dbffffff"", ""driving""]",1148.7
"[""87b916909ffffff"", ""87be492daffffff"", ""driving""]",1924.3
"[""87b916909ffffff"", ""87b91692dffffff"", ""driving""]",1998.3
"[""87be492c5ffffff"", ""87be492d0ffffff"", ""driving""]",1962.3
"[""87be492c5ffffff"", ""87be492d3ffffff"", ""driving""]",1695.4
"[""87be492c5ffffff"", ""87be492deffffff"", ""driving""]",1942.9
"[""87be492c5ffffff"", ""87be492d8ffffff"", ""driving""]",815.4
"[""87be492c5ffffff"", ""87be492d9ffffff"", ""driving""]",1200
"[""87be492c5ffffff"", ""87b916964ffffff"", ""driving""]",2013.9
"[""87be492c5ffffff"", ""87be492cbffffff"", ""driving""]",1504.9
"[""87be492c5ffffff"", ""87be492c9ffffff"", ""driving""]",1385.4
"[""87be492c5ffffff"", ""87b9145b2ffffff"", ""driving""]",1031.1
"[""87be492c5ffffff"", ""87b9145b0ffffff"", ""driving""]",830.8
"[""87be492c5ffffff"", ""87b9145b4ffffff"", ""driving""]",666.7
"[""87be492c5ffffff"", ""87be4925affffff"", ""driving""]",886.1
"[""87be492c5ffffff"", ""87be4925effffff"", ""driving""]",1236.3
"[""87be492c5ffffff"", ""87be49251ffffff"", ""driving""]",1135.6
"[""87b91680affffff"", ""87b916804ffffff"", ""driving""]",906.8
"[""87b91680affffff"", ""87b916806ffffff"", ""driving""]",941.3
"[""87b91680affffff"", ""87b916815ffffff"", ""driving""]",1418.6
"[""87b91680affffff"", ""87b916810ffffff"", ""driving""]",889.7
"[""87b91680affffff"", ""87b916813ffffff"", ""driving""]",818.8
"[""87b91680affffff"", ""87b9168adffffff"", ""driving""]",805.6
"[""87b91680affffff"", ""87b9168a9ffffff"", ""driving""]",792.1
"[""87b91680affffff"", ""87b9168f6ffffff"", ""driving""]",787.2
"[""87b91680affffff"", ""87b9168f0ffffff"", ""driving""]",2092.9
"[""87b91680affffff"", ""87b9168f1ffffff"", ""driving""]",2411.8
"[""87b91680affffff"", ""87b9168c4ffffff"", ""driving""]",1708.1
"[""87b91680affffff"", ""87b9168c5ffffff"", ""driving""]",1026.7
"[""87b91680affffff"", ""87b9168ecffffff"", ""driving""]",833.5
"[""87b91680affffff"", ""87b916853ffffff"", ""driving""]",770.1
"[""87b91680affffff"", ""87b916851ffffff"", ""driving""]",750.3
"[""87b91680affffff"", ""87b916855ffffff"", ""driving""]",905.3
"[""87b91680affffff"", ""87b916870ffffff"", ""driving""]",975
"[""87b91680affffff"", ""87b916874ffffff"", ""driving""]",955.2
"[""87b91680affffff"", ""87b916829ffffff"", ""driving""]",956
"[""87b91680affffff"", ""87b916828ffffff"", ""driving""]",681.1
"[""87b91680affffff"", ""87b91682effffff"", ""driving""]",841.1
"[""87b91680affffff"", ""87b916823ffffff"", ""driving""]",1018.8
"[""87be492f1ffffff"", ""87be492d2ffffff"", ""driving""]",3516.3
"[""87be492f1ffffff"", ""87be492d3ffffff"", ""driving""]",1983.6
"[""87be492f1ffffff"", ""87be492deffffff"", ""driving""]",2231.1
"[""87be492f1ffffff"", ""87be492d8ffffff"", ""driving""]",1157.9
"[""87be492f1ffffff"", ""87be492ddffffff"", ""driving""]",1194.3
"[""87be492f1ffffff"", ""87be492ceffffff"", ""driving""]",1282.8
"[""87be492f1ffffff"", ""87be492ccffffff"", ""driving""]",1637.3
"[""87be492f1ffffff"", ""87be492ebffffff"", ""driving""]",1645.4
"[""87be492f1ffffff"", ""87be492ecffffff"", ""driving""]",1764.6
"[""87b916961ffffff"", ""87be492ceffffff"", ""driving""]",1582.8
"[""87b916961ffffff"", ""87be492ddffffff"", ""driving""]",1134.2
"[""87b916961ffffff"", ""87be492d8ffffff"", ""driving""]",964
"[""87b916961ffffff"", ""87be492daffffff"", ""driving""]",1530.5
"[""87b916961ffffff"", ""87b916974ffffff"", ""driving""]",1034.7
"[""87b916961ffffff"", ""87b916970ffffff"", ""driving""]",939.5
"[""87b916961ffffff"", ""87b916973ffffff"", ""driving""]",1594.2
"[""87b916961ffffff"", ""87b916955ffffff"", ""driving""]",829.9
"[""87b916961ffffff"", ""87b916942ffffff"", ""driving""]",738.2
"[""87b916961ffffff"", ""87b916943ffffff"", ""driving""]",922.9
"[""87b916961ffffff"", ""87b91694effffff"", ""driving""]",1018
"[""87b916961ffffff"", ""87b916948ffffff"", ""driving""]",1018
"[""87b916961ffffff"", ""87b91694dffffff"", ""driving""]",873
"[""87b916961ffffff"", ""87b9144b6ffffff"", ""driving""]",753.9
"[""87b916961ffffff"", ""87b914598ffffff"", ""driving""]",775.4
"[""87b916961ffffff"", ""87b91459cffffff"", ""driving""]",791.4
"[""87b916961ffffff"", ""87b914582ffffff"", ""driving""]",929.9
"[""87b916961ffffff"", ""87b914586ffffff"", ""driving""]",884.1
"[""87b916961ffffff"", ""87b9145b3ffffff"", ""driving""]",1911.7
"[""87b916961ffffff"", ""87b9145b2ffffff"", ""driving""]",1723.5
"[""87b916961ffffff"", ""87be492cdffffff"", ""driving""]",2014.9
"[""87b916961ffffff"", ""87be492ccffffff"", ""driving""]",1867.3
"[""87b916134ffffff"", ""87b916890ffffff"", ""driving""]",963.6
"[""87b916134ffffff"", ""87b916892ffffff"", ""driving""]",1060
"[""87b916134ffffff"", ""87b916c61ffffff"", ""driving""]",1017.4
"[""87b916134ffffff"", ""87b916c63ffffff"", ""driving""]",1567.3
"[""87b916134ffffff"", ""87b916c45ffffff"", ""driving""]",1183.4
"[""87b916134ffffff"", ""87b916c41ffffff"", ""driving""]",924.6
"[""87b916134ffffff"", ""87b916c4effffff"", ""driving""]",781.2
"[""87b916134ffffff"", ""87b916105ffffff"", ""driving""]",1253.5
"[""87b916134ffffff"", ""87b91612effffff"", ""driving""]",708.4
"[""87b916134ffffff"", ""87b916121ffffff"", ""driving""]",849.6
"[""87b916134ffffff"", ""87b916125ffffff"", ""driving""]",696.4
"[""87b916134ffffff"", ""87b91688bffffff"", ""driving""]",1102.4
"[""87b916134ffffff"", ""87b916888ffffff"", ""driving""]",972.2
"[""87b916134ffffff"", ""87b91688effffff"", ""driving""]",894.2
"[""87b916134ffffff"", ""87b916883ffffff"", ""driving""]",948
"[""87b916134ffffff"", ""87b916882ffffff"", ""driving""]",1172.9
"[""87b916134ffffff"", ""87b916895ffffff"", ""driving""]",1026.3
"[""87b9168c2ffffff"", ""87b9168f4ffffff"", ""driving""]",826.1
"[""87b9168c2ffffff"", ""87b9168f6ffffff"", ""driving""]",784.7
"[""87b9168c2ffffff"", ""87b91688dffffff"", ""driving""]",763.7
"[""87b9168c2ffffff"", ""87b916888ffffff"", ""driving""]",822.5
"[""87b9168c2ffffff"", ""87b91688bffffff"", ""driving""]",971.3
"[""87b9168c2ffffff"", ""87b916125ffffff"", ""driving""]",716.2
"[""87b9168c2ffffff"", ""87b916121ffffff"", ""driving""]",845.2
"[""87b9168c2ffffff"", ""87b91612effffff"", ""driving""]",867.4
"[""87b9168c2ffffff"", ""87b916128ffffff"", ""driving""]",735.4
"[""87b9168c2ffffff"", ""87b916129ffffff"", ""driving""]",925.7
"[""87b9168c2ffffff"", ""87b916174ffffff"", ""driving""]",1796.7
"[""87b9168c2ffffff"", ""87b916166ffffff"", ""driving""]",2213.7
"[""87b9168c2ffffff"", ""87b916164ffffff"", ""driving""]",2213.7
"[""87b9168c2ffffff"", ""87b9168cdffffff"", ""driving""]",1924.8
"[""87b9168c2ffffff"", ""87b9168ebffffff"", ""driving""]",1932.5
"[""87b9168c2ffffff"", ""87b9168e8ffffff"", ""driving""]",1807.6
"[""87b9168c2ffffff"", ""87b9168ecffffff"", ""driving""]",1616
"[""87b9168c2ffffff"", ""87b9168e1ffffff"", ""driving""]",1507.2
"[""87b9168c2ffffff"", ""87b9168e0ffffff"", ""driving""]",1561.3
"[""87b9168c2ffffff"", ""87b9168e6ffffff"", ""driving""]",1203.5
"[""87b916836ffffff"", ""87b91699dffffff"", ""driving""]",1752.1
"[""87b916836ffffff"", ""87b916999ffffff"", ""driving""]",1814
"[""87b916836ffffff"", ""87b9168a4ffffff"", ""driving""]",1900.5
"[""87b916836ffffff"", ""87b9168a5ffffff"", ""driving""]",1816.3
"[""87b916836ffffff"", ""87b916812ffffff"", ""driving""]",1743.8
"[""87b916836ffffff"", ""87b916813ffffff"", ""driving""]",1684.1
"[""87b916836ffffff"", ""87b916811ffffff"", ""driving""]",1411.1
"[""87b916836ffffff"", ""87b916802ffffff"", ""driving""]",1506
"[""87b916836ffffff"", ""87b916800ffffff"", ""driving""]",1478.9
"[""87b916836ffffff"", ""87b916805ffffff"", ""driving""]",1633.3
"[""87b916836ffffff"", ""87b916823ffffff"", ""driving""]",1697
