Address,URL,Lat,Lon
"95 Frederick Street, Unley",https://www.realestate.com.au/property-house-sa-unley-146984856,-34.9496677,138.6085196
"27 Cambridge Street, North Adelaide",https://www.realestate.com.au/property-house-sa-north+adelaide-146983560,-34.9070998,138.5932883
"118 Robsart Street, Parkside",https://www.realestate.com.au/property-house-sa-parkside-147019116,-34.9451548,138.6110128
"153 Gover Street, North Adelaide",https://www.realestate.com.au/property-house-sa-north+adelaide-147110280,-34.9052092,138.5941586
"21A Commercial Road, Hyde Park",https://www.realestate.com.au/property-house-sa-hyde+park-147108888,-34.9587302,138.605492
"203/3 Banksia Street, Glenside",https://www.realestate.com.au/property-apartment-sa-glenside-146980864,-34.9442098,138.6256922
"64 Bagot Avenue, Mile End",https://www.realestate.com.au/property-house-sa-mile+end-147107192,-34.9289071,138.5608485
"14 George Street, Norwood",https://www.realestate.com.au/property-house-sa-norwood-147106472,-34.9162722,138.6365969
"71a Gibson Street, Bowden",https://www.realestate.com.au/property-townhouse-sa-bowden-147171760,-34.9030406,138.5801428
"13 Lurline Street, Mile End",https://www.realestate.com.au/property-house-sa-mile+end-147105676,-34.9259578,138.5680922
"72 Mary Street, Unley",https://www.realestate.com.au/property-house-sa-unley-147105500,-34.9481449,138.6019898
"37A Margaret Street South, North Adelaide",https://www.realestate.com.au/property-townhouse-sa-north+adelaide-146978260,-34.9074777,138.5989513
"2 Foundry Street, Goodwood",https://www.realestate.com.au/property-house-sa-goodwood-147105068,-34.9478929,138.5941429
"8/2-4 Glen Osmond Road, Parkside",https://www.realestate.com.au/property-apartment-sa-parkside-146977868,-34.9409827,138.6160052
"126 Rose Terrace, Wayville",https://www.realestate.com.au/property-apartment-sa-wayville-145905832,-34.942975,138.5856162
"30 Lurline Street, Mile End",https://www.realestate.com.au/property-house-sa-mile+end-146495868,-34.9255711,138.5653381
"81 Osmond Terrace, Norwood",https://www.realestate.com.au/property-house-sa-norwood-147249364,-34.9239512,138.6319638
"601/3 Fourth Street, Bowden",https://www.realestate.com.au/property-apartment-sa-bowden-147179900,-34.9060007,138.5790739
"31 Cedar Crescent, Glenside",https://www.realestate.com.au/property-house-sa-glenside-147248252,-34.9432374,138.6304979
"33 Hill Street, North Adelaide",https://www.realestate.com.au/property-house-sa-north+adelaide-147248248,-34.9096986,138.5872633
"25A River Street, St Peters",https://www.realestate.com.au/property-house-sa-st+peters-146339700,-34.903419,138.6169286
"53 Rose Terrace, Wayville",https://www.realestate.com.au/property-house-sa-wayville-147097916,-34.9430809,138.5940097
"47 Cleland Avenue, Dulwich",https://www.realestate.com.au/property-house-sa-dulwich-147245508,-34.9392216,138.6293316
"4 Esmond Street, Hyde Park",https://www.realestate.com.au/property-house-sa-hyde+park-146636596,-34.9560273,138.6069504
"06/3 Fifth Street, Bowden",https://www.realestate.com.au/property-apartment-sa-bowden-147240460,-34.9053498,138.5797892
"1/25 Leicester Street, Parkside",https://www.realestate.com.au/property-unit-sa-parkside-147240380,-34.9462076,138.6188495
"3 Prescott Terrace, Rose Park",https://www.realestate.com.au/property-house-sa-rose+park-146755608,-34.9279835,138.6321944
"34 Eton Street, Malvern",https://www.realestate.com.au/property-house-sa-malvern-147239364,-34.9562123,138.6136563
"17 Austral Terrace, Malvern",https://www.realestate.com.au/property-house-sa-malvern-147166928,-34.9634593,138.6159726
"31 Jaffrey Street, Parkside",https://www.realestate.com.au/property-house-sa-parkside-147135580,-34.9433734,138.6141507
"406/256 The Parade, Norwood",https://www.realestate.com.au/property-apartment-sa-norwood-146967236,-34.9213616,138.6407101
"64 North Terrace, Kent Town",https://www.realestate.com.au/property-house-sa-kent+town-146325328,-34.9172454,138.6204671
"7 Louisa Street, Goodwood",https://www.realestate.com.au/property-house-sa-goodwood-147076332,-34.9531605,138.5961044
"3 Somerset Place, Norwood",https://www.realestate.com.au/property-house-sa-norwood-147089092,-34.9231813,138.630525
"5/92 Robsart Street, Parkside",https://www.realestate.com.au/property-unit-sa-parkside-147087984,-34.9452056,138.6121632
"18 Elizabeth Street, Eastwood",https://www.realestate.com.au/property-house-sa-eastwood-147188960,-34.9430086,138.6229547
"17 James Street, Gilberton",https://www.realestate.com.au/property-house-sa-gilberton-146327380,-34.8957326,138.6095245
"8 Claremont Street, Mile End",https://www.realestate.com.au/property-house-sa-mile+end-146327264,-34.9293824,138.5720334
"49 Hill Street, Parkside",https://www.realestate.com.au/property-house-sa-parkside-146964456,-34.9480219,138.6162984
"5B Rosemont Street, Norwood",https://www.realestate.com.au/property-house-sa-norwood-147120444,-34.9264586,138.6287965
"11 Alfred Street, Norwood",https://www.realestate.com.au/property-house-sa-norwood-146962572,-34.9261193,138.6313526
"18 Theresa Street, Norwood",https://www.realestate.com.au/property-house-sa-norwood-147084128,-34.9194917,138.6290931
"15 Arnold Street, Parkside",https://www.realestate.com.au/property-house-sa-parkside-147230660,-34.947552,138.6219437
